state,year,bmcode,births_age1524,births_age2534,births_age3544,births_nohs,births_hs,births_somecoll,births_coll,births_married,births_unmarried,births_medicaid,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,births_nonmedicaid,pop_total,pop_nhblack,pop_nhwhite,pop_hisp,pop_otherraceeth,pop_medicaid,pop_nonmedicaid,pop_nohs,pop_hs,pop_somecoll,pop_coll,pop_married,pop_unmarried,pop_age1524,pop_age2534,pop_age3544,policy_on,exposed_births,start_date,end_date,time,dobbs_code
Alabama,2016,1,3400,5094,1015,1549,2938,2851,2152,5285,4224,4947,2837,5627,729,9509,316,4562,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-01-01,2016-02-29,2016-01-01,1
Alabama,2016,2,3189,5098,1047,1425,2845,2751,2298,5363,3971,4528,2727,5562,733,9334,312,4806,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-03-01,2016-04-30,2016-03-01,1
Alabama,2016,3,3291,5425,1116,1500,2877,2941,2491,5545,4287,4814,2841,5978,725,9832,288,5018,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-05-01,2016-06-30,2016-05-01,1
Alabama,2016,4,3613,5644,1096,1594,3224,3097,2419,5697,4656,5172,3071,6113,805,10353,364,5181,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-07-01,2016-08-31,2016-07-01,1
Alabama,2016,5,3528,5542,1133,1611,3147,3030,2402,5541,4662,5249,3043,6005,795,10203,360,4954,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-09-01,2016-10-31,2016-09-01,1
Alabama,2016,6,3525,5286,1022,1600,3024,2978,2199,5238,4595,5094,3142,5578,781,9833,332,4739,952636,292788,579530,43456,36862,647675,304961,170913,283848,285480,212395,370777,581859,324063,323083,305490,0,0,2016-11-01,2016-12-31,2016-11-01,1
Alabama,2017,1,3326,5061,1033,1412,2923,2866,2195,4875,4544,4766,2897,5441,759,9420,323,4654,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-01-01,2017-02-28,2017-01-01,1
Alabama,2017,2,3051,5109,1013,1317,2756,2786,2298,5024,4149,4394,2692,5468,699,9173,314,4779,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-03-01,2017-04-30,2017-03-01,1
Alabama,2017,3,3252,5205,1111,1328,2967,2971,2280,5246,4319,4623,2790,5727,721,9568,330,4945,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-05-01,2017-06-30,2017-05-01,1
Alabama,2017,4,3615,5851,1111,1540,3339,3244,2427,5582,4994,5248,3247,6113,852,10577,365,5329,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-07-01,2017-08-31,2017-07-01,1
Alabama,2017,5,3473,5634,1148,1578,3243,3011,2389,5300,4954,5077,3165,5955,772,10255,363,5178,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-09-01,2017-10-31,2017-09-01,1
Alabama,2017,6,3304,5339,1207,1393,3126,3002,2305,5109,4741,4966,3140,5624,730,9850,356,4884,949999,292053,576145,44233,37568,643170,306829,173538,299859,268193,208409,351344,598655,319854,325345,304800,0,0,2017-11-01,2017-12-31,2017-11-01,1
Alabama,2018,1,3197,4944,1083,1290,2950,2852,2114,4846,4378,4597,2891,5296,727,9224,310,4627,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-01-01,2018-02-28,2018-01-01,1
Alabama,2018,2,3005,5012,1107,1220,2827,2771,2297,4930,4193,4479,2705,5383,713,9124,323,4645,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-03-01,2018-04-30,2018-03-01,1
Alabama,2018,3,3151,5347,1043,1265,3090,2846,2316,5179,4362,4605,2841,5684,685,9541,331,4936,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-05-01,2018-06-30,2018-05-01,1
Alabama,2018,4,3381,5675,1143,1398,3217,3150,2413,5436,4762,4963,3070,6004,778,10199,347,5236,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-07-01,2018-08-31,2018-07-01,1
Alabama,2018,5,3182,5464,1159,1381,3116,2928,2359,5221,4584,4822,3019,5717,747,9805,322,4983,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-09-01,2018-10-31,2018-09-01,1
Alabama,2018,6,3276,5328,1161,1424,3100,2960,2262,5077,4688,4918,3048,5646,731,9765,340,4847,948960,291203,574327,45424,38006,643891,305069,157782,298852,273018,219308,369436,579524,317533,326160,305267,0,0,2018-11-01,2018-12-31,2018-11-01,1
Alabama,2019,1,3156,5249,1006,1266,3112,2815,2193,4829,4580,4726,2947,5426,689,9411,349,4685,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-01-01,2019-02-28,2019-01-01,1
Alabama,2019,2,2922,5028,1096,1253,2827,2644,2309,4892,4151,4372,2742,5250,727,9046,327,4674,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-03-01,2019-04-30,2019-03-01,1
Alabama,2019,3,3021,5130,1114,1319,2922,2716,2292,4840,4423,4413,2796,5370,774,9265,325,4852,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-05-01,2019-06-30,2019-05-01,1
Alabama,2019,4,3547,5742,1222,1476,3409,3217,2401,5384,5126,5239,3299,5874,946,10511,392,5272,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-07-01,2019-08-31,2019-07-01,1
Alabama,2019,5,3326,5843,1244,1400,3426,3144,2430,5374,5038,5220,3210,5982,863,10413,358,5193,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-09-01,2019-10-31,2019-09-01,1
Alabama,2019,6,3262,5447,1147,1434,3178,3014,2208,4899,4957,5106,3163,5447,889,9856,357,4750,949318,290092,574017,46537,38672,672055,277263,150355,317864,257997,223102,373198,576120,315228,327364,306726,0,0,2019-11-01,2019-12-31,2019-11-01,1
Alabama,2020,1,3146,5181,1053,1392,3097,2714,2159,4561,4817,4891,3042,5199,838,9380,301,4489,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-01-01,2020-02-29,2020-01-01,1
Alabama,2020,2,2920,5233,1177,1160,3087,2726,2348,5001,4328,4592,2805,5428,784,9330,313,4738,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-03-01,2020-04-30,2020-03-01,1
Alabama,2020,3,2851,5265,1175,1208,3065,2620,2385,4935,4356,4640,2778,5339,853,9291,321,4651,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-05-01,2020-06-30,2020-05-01,1
Alabama,2020,4,3363,5817,1225,1434,3383,3079,2492,5434,4970,5238,3158,5874,978,10405,395,5167,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-07-01,2020-08-31,2020-07-01,1
Alabama,2020,5,3047,5407,1301,1342,3185,2794,2420,5049,4705,4813,2958,5533,944,9755,320,4942,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-09-01,2020-10-31,2020-09-01,1
Alabama,2020,6,3039,5205,1127,1312,3180,2657,2214,4717,4653,4686,2959,5258,816,9371,338,4685,976577,297892,589375,48878,40432,689773,286804,153546,322849,262403,237779,380112,596465,334310,329058,313209,0,0,2020-11-01,2020-12-31,2020-11-01,1
Alabama,2021,1,2845,4968,1107,1204,2981,2501,2223,4621,4298,4404,2664,5149,826,8920,281,4516,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-01-01,2021-02-28,2021-01-01,1
Alabama,2021,2,2860,5202,1185,1200,2954,2619,2470,5055,4190,4393,2576,5456,868,9247,347,4854,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-03-01,2021-04-30,2021-03-01,1
Alabama,2021,3,2879,5325,1224,1199,3052,2634,2538,5123,4305,4478,2580,5610,868,9428,370,4950,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-05-01,2021-06-30,2021-05-01,1
Alabama,2021,4,3207,5808,1288,1315,3439,2960,2579,5531,4772,5016,2907,6073,958,10303,365,5287,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-07-01,2021-08-31,2021-07-01,1
Alabama,2021,5,3123,5733,1243,1337,3388,2793,2566,5414,4684,4750,2854,5782,1079,10099,384,5349,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-09-01,2021-10-31,2021-09-01,1
Alabama,2021,6,3114,5585,1236,1307,3340,2772,2500,5286,4648,4680,2891,5656,1025,9935,363,5255,985083,298486,594361,50794,41442,694188,290895,153748,321482,261660,248193,379587,605496,339383,329605,316095,0,0,2021-11-01,2021-12-31,2021-11-01,1
Alabama,2022,1,2832,5169,1176,1192,3091,2599,2283,4870,4305,4267,2664,5209,964,9177,340,4910,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,0,0,2022-01-01,2022-02-28,2022-01-01,1
Alabama,2022,2,2793,5271,1179,1183,3044,2553,2448,5095,4147,4154,2541,5454,939,9243,309,5089,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,0,0,2022-03-01,2022-04-30,2022-03-01,1
Alabama,2022,3,2761,5304,1214,1146,3023,2559,2527,5222,4054,4041,2479,5437,981,9279,382,5238,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,1,0,2022-05-01,2022-06-30,2022-05-01,1
Alabama,2022,4,3258,5891,1325,1336,3482,2914,2723,5653,4819,4721,2939,6032,1122,10474,381,5753,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,1,0,2022-07-01,2022-08-31,2022-07-01,1
Alabama,2022,5,2908,5641,1323,1330,3266,2707,2553,5520,4352,4463,2602,5792,1119,9872,359,5409,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,1,0,2022-09-01,2022-10-31,2022-09-01,1
Alabama,2022,6,3006,5671,1303,1347,3353,2672,2589,5375,4605,4505,2807,5742,1083,9980,348,5475,991098,298952,596507,53097,42542,689289,301809,152072,335482,254398,249146,390254,600844,342016,330780,318302,1,0,2022-11-01,2022-12-31,2022-11-01,1
Alabama,2023,1,2945,5208,1232,1299,3182,2508,2371,4886,4498,4286,2668,5309,1070,9385,338,5099,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-01-01,2023-02-28,2023-01-01,NA
Alabama,2023,2,2752,5228,1289,1201,3095,2469,2483,5099,4167,4094,2520,5345,1051,9269,353,5175,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-03-01,2023-04-30,2023-03-01,NA
Alabama,2023,3,2805,5411,1228,1237,3166,2413,2610,5241,4201,4199,2462,5555,1087,9443,339,5244,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-05-01,2023-06-30,2023-05-01,NA
Alabama,2023,4,3017,5661,1355,1340,3334,2703,2628,5477,4554,4419,2610,5808,1229,10033,386,5614,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-07-01,2023-08-31,2023-07-01,NA
Alabama,2023,5,2930,5634,1364,1300,3365,2621,2618,5365,4559,4429,2646,5701,1209,9927,371,5498,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-09-01,2023-10-31,2023-09-01,NA
Alabama,2023,6,2867,5448,1364,1290,3287,2564,2489,5121,4524,4318,2573,5461,1208,9646,404,5328,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,1,1,2023-11-01,2023-12-31,2023-11-01,NA
Alabama,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997149.7280980385,299418.727524909,598660.7483482261,55504.4180218136,43671.19743255634,684424.5730565783,313132.47900788946,150414.27000026018,350091.67643600574,247337.5464495911,250102.65928531426,401220.75970989524,596227.7411180255,344669.4273313631,331959.1887258992,320524.40944652713,NA,1,2024-01-01,2024-02-29,2024-01-01,NA
Alaska,2016,1,503,1050,222,187,511,605,449,1129,646,694,51,960,115,1775,649,1081,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-01-01,2016-02-29,2016-01-01,0
Alaska,2016,2,543,1062,273,184,541,641,478,1210,668,715,40,994,147,1878,697,1163,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-03-01,2016-04-30,2016-03-01,0
Alaska,2016,3,532,1122,275,157,604,666,474,1255,674,730,48,1022,133,1929,726,1199,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-05-01,2016-06-30,2016-05-01,0
Alaska,2016,4,523,1131,252,188,559,673,463,1202,704,773,47,929,151,1906,779,1133,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-07-01,2016-08-31,2016-07-01,0
Alaska,2016,5,565,1077,262,214,578,632,452,1208,696,749,72,967,131,1904,734,1155,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-09-01,2016-10-31,2016-09-01,0
Alaska,2016,6,480,1069,241,188,548,595,430,1134,656,746,59,900,133,1790,698,1044,147012,4961,84546,11688,45817,105429,41583,19735,47958,40587,38731,62511,84501,46710,56399,43903,0,0,2016-11-01,2016-12-31,2016-11-01,0
Alaska,2017,1,435,877,261,170,483,506,386,1003,566,615,55,798,114,1573,606,958,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-01-01,2017-02-28,2017-01-01,0
Alaska,2017,2,481,1035,250,179,517,640,410,1123,642,702,59,858,127,1766,722,1064,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-03-01,2017-04-30,2017-03-01,0
Alaska,2017,3,448,1082,258,154,535,624,454,1170,618,713,52,910,137,1788,689,1075,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-05-01,2017-06-30,2017-05-01,0
Alaska,2017,4,478,1077,281,169,516,634,486,1230,605,671,57,967,134,1836,678,1165,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-07-01,2017-08-31,2017-07-01,0
Alaska,2017,5,480,1041,274,194,532,592,450,1128,667,699,52,882,153,1795,708,1096,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-09-01,2017-10-31,2017-09-01,0
Alaska,2017,6,423,992,245,158,511,566,397,1075,581,616,54,831,133,1660,642,1044,146369,5040,82914,11886,46529,104318,42051,21057,49799,39385,36128,62502,83867,45373,56478,44518,0,0,2017-11-01,2017-12-31,2017-11-01,0
Alaska,2018,1,426,927,234,163,473,535,387,1016,568,645,47,770,146,1587,624,942,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-01-01,2018-02-28,2018-01-01,0
Alaska,2018,2,467,994,274,163,493,611,450,1134,600,693,43,864,148,1735,680,1042,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-03-01,2018-04-30,2018-03-01,0
Alaska,2018,3,455,1028,261,148,528,589,454,1115,626,677,46,923,128,1744,647,1067,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-05-01,2018-06-30,2018-05-01,0
Alaska,2018,4,404,1080,262,158,526,570,468,1136,609,668,53,885,139,1746,669,1078,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-07-01,2018-08-31,2018-07-01,0
Alaska,2018,5,439,978,254,161,512,538,439,1069,597,619,48,805,122,1671,696,1052,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-09-01,2018-10-31,2018-09-01,0
Alaska,2018,6,414,900,275,146,487,550,385,1031,554,596,43,803,122,1589,621,993,145145,4969,81575,11845,46756,104815,40330,21544,47365,39160,37076,63363,81782,44372,55611,45162,0,0,2018-11-01,2018-12-31,2018-11-01,0
Alaska,2019,1,374,905,248,152,478,486,381,954,570,617,31,737,127,1527,632,910,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-01-01,2019-02-28,2019-01-01,0
Alaska,2019,2,459,973,280,164,494,590,442,1130,581,655,66,879,128,1712,639,1057,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-03-01,2019-04-30,2019-03-01,0
Alaska,2019,3,419,945,268,146,522,546,401,1011,621,642,52,771,127,1632,682,990,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-05-01,2019-06-30,2019-05-01,0
Alaska,2019,4,440,1041,285,153,559,556,467,1123,642,653,53,907,154,1766,652,1113,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-07-01,2019-08-31,2019-07-01,0
Alaska,2019,5,393,988,291,160,489,522,462,1072,600,644,54,824,133,1672,661,1028,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-09-01,2019-10-31,2019-09-01,0
Alaska,2019,6,361,860,271,120,455,515,372,945,545,542,33,728,118,1492,613,950,144302,4891,80690,11824,46897,106998,37304,15935,49376,40774,38217,67280,77022,43419,55083,45800,0,0,2019-11-01,2019-12-31,2019-11-01,0
Alaska,2020,1,396,888,249,119,504,509,372,963,566,607,49,770,108,1533,606,926,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-01-01,2020-02-29,2020-01-01,0
Alaska,2020,2,366,896,270,124,464,525,401,1009,522,565,48,792,97,1532,595,967,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-03-01,2020-04-30,2020-03-01,0
Alaska,2020,3,385,972,283,142,515,524,430,1029,610,644,45,842,142,1640,611,996,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-05-01,2020-06-30,2020-05-01,0
Alaska,2020,4,395,922,241,146,494,520,376,972,586,613,36,776,121,1558,625,945,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-07-01,2020-08-31,2020-07-01,0
Alaska,2020,5,397,951,274,132,530,509,418,1002,618,637,55,791,125,1622,651,985,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-09-01,2020-10-31,2020-09-01,0
Alaska,2020,6,393,896,276,122,485,518,419,1020,544,600,48,791,139,1565,587,965,143626,4785,79578,11968,47295,107096,36530,16853,48343,37342,41087,67797,75829,43745,53304,46577,0,0,2020-11-01,2020-12-31,2020-11-01,0
Alaska,2021,1,347,823,236,122,423,453,386,893,513,554,30,733,117,1406,526,852,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-01-01,2021-02-28,2021-01-01,0
Alaska,2021,2,418,918,275,128,488,530,424,993,618,647,46,793,137,1611,635,964,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-03-01,2021-04-30,2021-03-01,0
Alaska,2021,3,413,963,291,138,539,508,452,1070,596,605,37,804,141,1667,685,1062,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-05-01,2021-06-30,2021-05-01,0
Alaska,2021,4,408,935,337,137,491,535,486,1071,608,600,42,853,146,1680,639,1080,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-07-01,2021-08-31,2021-07-01,0
Alaska,2021,5,371,917,277,109,466,513,455,1011,554,585,48,788,143,1565,586,980,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-09-01,2021-10-31,2021-09-01,0
Alaska,2021,6,354,809,258,135,440,466,359,894,527,569,38,714,113,1421,556,852,144090,4763,79493,12223,47611,108043,36047,17904,47695,34212,44279,68850,75240,43760,52783,47547,0,0,2021-11-01,2021-12-31,2021-11-01,0
Alaska,2022,1,370,813,269,145,471,434,379,878,574,569,43,677,140,1452,592,883,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-01-01,2022-02-28,2022-01-01,0
Alaska,2022,2,365,956,290,133,498,508,450,1029,580,597,43,827,130,1611,611,1014,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-03-01,2022-04-30,2022-03-01,0
Alaska,2022,3,373,940,297,126,523,475,454,1021,585,629,34,813,126,1610,637,981,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-05-01,2022-06-30,2022-05-01,0
Alaska,2022,4,387,945,303,120,530,497,461,1041,591,634,42,778,144,1635,671,1001,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-07-01,2022-08-31,2022-07-01,0
Alaska,2022,5,407,858,293,111,515,486,420,1024,534,567,52,808,128,1558,570,991,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-09-01,2022-10-31,2022-09-01,0
Alaska,2022,6,363,848,264,120,489,449,394,916,559,565,35,725,126,1475,589,910,144221,4720,79203,12397,47901,107227,36994,20548,49665,36259,37749,64067,80154,43376,52400,48445,0,0,2022-11-01,2022-12-31,2022-11-01,0
Alaska,2023,1,349,836,251,124,453,439,396,898,537,550,40,703,122,1436,571,886,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-01-01,2023-02-28,2023-01-01,NA
Alaska,2023,2,348,816,303,112,479,431,423,944,522,529,37,712,136,1467,582,938,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-03-01,2023-04-30,2023-03-01,NA
Alaska,2023,3,365,901,272,125,496,496,394,984,554,555,28,789,125,1538,596,983,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-05-01,2023-06-30,2023-05-01,NA
Alaska,2023,4,369,864,272,117,499,448,421,936,566,527,36,688,145,1504,635,977,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-07-01,2023-08-31,2023-07-01,NA
Alaska,2023,5,344,865,319,95,521,477,401,961,563,539,31,718,137,1525,639,986,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-09-01,2023-10-31,2023-09-01,NA
Alaska,2023,6,347,864,303,112,518,457,401,957,556,515,37,731,126,1513,619,998,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,0,0,2023-11-01,2023-12-31,2023-11-01,NA
Alaska,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144352.11909917413,4677.388200713835,78914.05795478847,12573.476969647387,48192.76639852135,106417.16287959424,37965.878880350654,23582.456657730116,51716.369116259564,38428.47775634281,32182.005036247432,59616.274350036314,85388.93827751196,42995.36965265082,52019.77909554212,49359.96014469893,NA,0,2024-01-01,2024-02-29,2024-01-01,NA
Arizona,2016,1,4177,7558,2057,2496,3489,4454,3274,7534,6258,7257,657,5760,5688,13792,1687,6535,1340407,63150,625674,498527,153056,910783,429624,255000,409422,371682,304304,505331,835076,462906,456278,421223,0,0,2016-01-01,2016-02-29,2016-01-01,0
Arizona,2016,2,3986,7537,1870,2333,3242,4352,3372,7526,5867,6846,614,5888,5302,13393,1589,6547,1340407,63150,625674,498527,153056,910783,429624,255000,409422,371682,304304,505331,835076,462906,456278,421223,0,0,2016-03-01,2016-04-30,2016-03-01,0
